Congress,bill_number,bill_type,action,main_action,object,member_id
116,4360,hr,Mr. Takano moved to suspend the rules and pass the bill.,house floor actions,house bill,777
116,4378,hr,S.Amdt.942 Amendment SA 942 proposed by Senator Paul. (consideration: CR S5722-5723 ; text: CR S5722 ) To reduce the amount appropriated by 2 percent.,senate amendment proposed (on the floor),amendment,1666
116,4387,hr,Ms. Velazquez moved to suspend the rules and pass the bill.,house floor actions,house bill,877
116,4402,hr,Ms. Slotkin moved to suspend the rules and pass the bill.,house floor actions,house bill,350
116,439,hr,Mr. Johnson (GA) moved to suspend the rules and pass the bill.,house floor actions,house bill,1452
116,4406,hr,"Ms. Velazquez moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,877
116,4405,hr,Ms. Velazquez moved to suspend the rules and pass the bill.,house floor actions,house bill,877
116,4407,hr,Ms. Velazquez moved to suspend the rules and pass the bill.,house floor actions,house bill,877
116,4432,hr,"Ms. Torres Small (NM) moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1644
116,4439,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4447,hr,Mr. Lucas moved to recommit with instructions to the Committee on Energy and Commerce. (text: CR H4947 ),house committee/subcommittee actions,house bill,1412
116,4447,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Levin (CA) amendment en bloc No. 4, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Levin (CA) demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1632
116,4447,hr,"H.Amdt.893 Amendments en bloc (A006) offered by Mr. Levin (CA). (consideration: CR H4939-4945 , H4946-4947 ; text: CR H4939-4941 )",house amendment offered,amendment,1632
116,4447,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Haaland amendment No. 32, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Haaland demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,283
116,4447,hr,"H.Amdt.892 Amendment (A005) offered by Ms. Haaland. (consideration: CR H4938-4939 , H4945-4946 ; text: CR H4938 )",house amendment offered,amendment,283
116,4447,hr,H.Amdt.891 Amendments en bloc (A004) offered by Mr. Pallone. (consideration: CR H4933-4938 ; text: CR H4933-4934 ),house amendment offered,amendment,393
116,4447,hr,H.Amdt.890 Amendments en bloc (A003) offered by Ms. DeGette. (consideration: CR H4912-4933 ; text: CR H4912-4932 ),house amendment offered,amendment,294
116,4447,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Stevens amendment en bloc No. 1, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Ms. Stevens demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1441
116,4447,hr,"H.Amdt.889 Amendments en bloc (A002) offered by Ms. Stevens. (consideration: CR H4898-4912 , H4945 ; text: CR H4899-4908 )",house amendment offered,amendment,1441
116,4458,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,4470,hr,"Mr. Carbajal moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1029
116,4477,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4500,hr,"Mr. Doyle, Michael F. moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,821
116,4508,hr,"Mr. Cicilline moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,263
116,4499,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,450,hr,"Ms. Bass moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1544
116,451,hr,"Mr. McNerney moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,547
116,453,hr,"Ms. Haaland moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,283
116,4564,hr,"Mrs. Dingell moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1371
116,4566,hr,Ms. Sewell (AL) moved to suspend the rules and pass the bill.,house floor actions,house bill,1108
116,4585,hr,"Mrs. Dingell moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1371
116,4611,hr,"Ms. Norton moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,346
116,4613,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4625,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4617,hr,H.Amdt.651 Amendment (A014) offered by Ms. Spanberger. (consideration: CR H8437-8438 ; text: CR H8437 ),house amendment offered,amendment,3
116,4617,hr,H.Amdt.650 Amendment (A013) offered by Mr. Cunningham. (consideration: CR H8436-8437 ; text: CR H8436 ),house amendment offered,amendment,1502
116,4617,hr,H.Amdt.649 Amendment (A012) offered by Mr. Cunningham. (consideration: CR H8436 ; text: CR H8436 ),house amendment offered,amendment,1502
116,4617,hr,H.Amdt.648 Amendment (A011) offered by Ms. Sherrill. (consideration: CR H8435-8436 ; text: CR H8435 ),house amendment offered,amendment,856
116,4617,hr,H.Amdt.647 Amendment (A010) offered by Ms. Slotkin. (consideration: CR H8434-8435 ; text: CR H8434 ),house amendment offered,amendment,350
116,4617,hr,H.Amdt.646 Amendment (A009) offered by Ms. Houlahan. (consideration: CR H8433-8434 ; text: CR H8433 ),house amendment offered,amendment,186
116,4617,hr,H.Amdt.645 Amendment (A008) offered by Mr. Delgado. (consideration: CR H8432-8433 ; text: CR H8432 ),house amendment offered,amendment,46
116,4617,hr,H.Amdt.644 Amendment (A007) offered by Mr. Brown (MD). (consideration: CR H8431-8432 ; text: CR H8431 ),house amendment offered,amendment,1249
116,4617,hr,H.Amdt.643 Amendment (A006) offered by Mr. Swalwell (CA). (consideration: CR H8430-8431 ; text: CR H8430 ),house amendment offered,amendment,364
116,4617,hr,H.Amdt.642 Amendment (A005) offered by Mr. Langevin. (consideration: CR H8428-8430 ; text: CR H8428 ),house amendment offered,amendment,516
116,4617,hr,H.Amdt.640 Amendment (A003) offered by Mr. Lynch. (consideration: CR H8426-8427 ; text: CR H8426-8427 ),house amendment offered,amendment,1067
116,4617,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lesko amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the noes had prevailed. Mrs. Lesko demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,277
116,4617,hr,"H.Amdt.639 Amendment (A002) offered by Mrs. Lesko. (consideration: CR H8425-8426 , H8438 ; text: CR H8425 )",house amendment offered,amendment,277
116,4617,hr,H.Amdt.638 Amendment (A001) offered by Mr. DeSaulnier. (consideration: CR H8424-8425 ; text: CR H8424 ),house amendment offered,amendment,768
116,4636,hr,"Mr. Espaillat moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,6
116,4634,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,4644,hr,"Mr. Engel moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,348
116,4686,hr,"Mr. DeFazio moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,910
116,4695,hr,"Mr. Engel moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,348
116,4713,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-280 .,senate committee/subcommittee actions,house bill,1701
116,4713,hr,"Ms. Slotkin moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,350
116,4712,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4719,hr,"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mrs. Fletcher objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was considered as withdrawn.",house floor actions,house bill,1583
116,4719,hr,"Mrs. Fletcher moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1583
116,4725,hr,Mr. Connolly asked unanimous consent to discharge from committee and consider.,house floor actions,house bill,416
116,4737,hr,"Ms. Torres Small (NM) moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1644
116,4727,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with amendments. With written report No. 116-287 .,senate committee/subcommittee actions,house bill,1701
116,4727,hr,Ms. Slotkin moved to suspend the rules and pass the bill.,house floor actions,house bill,350
116,473,hr,"Mr. Neguse moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,589
116,4739,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-229 .,senate committee/subcommittee actions,house bill,1701
116,4739,hr,Ms. Clarke (NY) moved to suspend the rules and pass the bill.,house floor actions,house bill,1809
116,4753,hr,Ms. Torres Small (NM) moved to suspend the rules and pass the bill.,house floor actions,house bill,1644
116,4761,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-244 .,senate committee/subcommittee actions,house bill,1701
116,4761,hr,Ms. Clarke (NY) moved to suspend the rules and pass the bill.,house floor actions,house bill,1809
116,4771,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4779,hr,"Ms. Schakowsky moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,524
116,4794,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. Without written report.,senate committee/subcommittee actions,house bill,1701
116,4794,hr,Mrs. Lawrence moved to suspend the rules and pass the bill.,house floor actions,house bill,126
116,4802,hr,Mr. Espaillat moved to suspend the rules and pass the bill.,house floor actions,house bill,6
116,4803,hr,"Mr. Nadler moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,546
116,4806,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4812,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4841,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,4842,hr,"Mr. Phillips moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,275
116,4852,hr,Mr. Takano moved to suspend the rules and pass the bill.,house floor actions,house bill,777
116,4861,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4864,hr,"Mr. Castro (TX) moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,582
116,4863,hr,Mr. Riggleman moved to recommit with instructions to the Committee on Financial Services. (text: CR H8899 ),house committee/subcommittee actions,house bill,291
116,4863,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Torres Small (NM) amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Ms. Waters demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,804
116,4863,hr,"H.Amdt.685 Amendment (A021) offered by Ms. Torres Small (NM). (consideration: CR H8893-8895 , H8898-8899 ; text: CR H8898-8899 )",house amendment offered,amendment,1644
116,4863,hr,"H.Amdt.683 Amendment (A019) offered by Ms. Horn, Kendra S.. (consideration: CR H8892-8893 ; text: CR H8892 )",house amendment offered,amendment,1554
116,4863,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Stevens amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Ms. Waters demanded a recorded vote, and the Chair postponed further proceedings on adoption of the amendment until a time to be announced.",other house amendment actions,amendment,804
